"","CellLineName","H3K4me0","H3K4me1","H3K4me2","H3K4ac1","H3K56me0","H3K56me1","H3K79me0","H3K79me1","H3K79me2","H3K9me0","H3K9me1","H3K9me2","H3K9me3","H3K27me0","H3K27me1","H3K27me2","H3K27me3","H3K36me0","H3K36me1","H3K36me2","H3K36me3","H3K9ac1","H3K14ac0","H3K14ac1","H3K18ac0","H3K18ac1","H3K23ac0","H3K23ac1","H3K23ub1","H3K27ac1"
"ACH-000149","SKNSH_AUTONOMIC_GANGLIA",0.00873956,0.148889569,-0.035031158,NA,0.054605267,NA,-0.026695237,-0.015113954,-0.378005487,0.066658011,0.0752096475,0.108840914,-0.1350618475,0.7702553236,0.29575838075,-0.0740673956666667,-0.0226044865,0.450345225,0.1788367512,0.2643004105,0.21085774,-0.1597979175,-0.0658876386,0.0482271616,-0.535682926333333,-0.041802,0.080850182,-0.0092484495,-1.833856244,0.12978274675
"ACH-000859","HCC1954_BREAST",-0.058609186,-0.526088263,-0.020993839,-0.293820013,0.209187311,-0.053485124,0.959159596,-1.028116272,-0.721799925,-0.0218704035,-0.306631368,-0.3406643285,-0.1820419885,0.655819784,0.2020167015,0.173922406,-0.003023057,0.331668411,0.3958516766,0.6118715855,-0.04993432,-0.228034936,0.1448564772,-0.576553687,0.121747796333333,0.3435066145,0.710835032,-0.2446879655,0.119962485,0.41601635025
"ACH-000783","CAMA1_BREAST",0.036371354,0.368795846,-0.102497928,0.206088966,-0.144313563,-0.195475381,0.992280292,0.072330827,0.40888299,0.1222125895,0.1947276885,0.0630840595,-0.0576354925,-0.5626719358,0.0409155615,-0.385024000333333,-1.0105947885,-1.37247929983333,-0.1691356276,0.45426535775,-0.353885037666667,-0.5199180965,-0.120641321,0.0416296204,-0.0437384923333333,0.103173604,-0.047523582,0.3649995455,-0.559820196,-0.624797152
"ACH-000984","HEC6_ENDOMETRIUM",0.067332027,-1.502731184,-1.623181987,0.786493046,-0.0648575,NA,-0.205869631,0.245065882,0.756498731,0.1130006615,0.1271171745,0.03879702,-0.24403917,-0.0347811702,-0.4054245375,0.0547259306666667,0.2365762885,0.0842812445,0.1447843196,-0.28383072175,0.078533133,0.3126473865,0.000243012599999999,0.1387662164,-0.102348095666667,-0.017161961,-0.0108807805,-0.160623767,0.001640886,0.37203980225
"ACH-000269","AM38_CENTRAL_NERVOUS_SYSTEM",0.179936098,0.843490887,0.584005964,NA,-0.033590591,-0.05111197,-0.202641155,0.290017253,0.637337655,0.6138272945,-0.2227549035,-0.7770536085,-0.108393191,0.1989515036,0.489965437,-0.042988394,0.3785579265,0.0798257701666667,0.2398787396,0.08961676975,0.169844511,0.7164732425,0.3306817726,-0.241842239,-0.441276641,-0.1699356845,-0.5615372465,0.333212575,-1.207051949,-0.2591052515
"ACH-000831","HEC50B_ENDOMETRIUM",0.305697446,0.071369114,-0.071648158,0.083566029,-0.019310518,-0.031115838,-0.038966065,-0.209336421,-0.41920563,0.484290546,0.23791918,-0.032130341,-0.689387024,-0.3442785816,-0.2843214525,-0.0369790936666667,0.674379705,0.0791264823333333,0.229659431,-0.40504296425,0.115620530333333,-0.2685921195,-0.2265085834,0.11934868,NA,0.183889987,0.0505969375,0.3190778485,NA,0.492650593
"ACH-000778","HSC3_UPPER_AERODIGESTIVE_TRACT",0.274635171,-0.013198837,-0.194818315,NA,0.090593563,0.125102932,0.006628121,0.035431852,0.15004319,0.0019434155,-0.058614663,-0.441064959,-0.1521736805,0.00887432339999999,0.53077882225,-0.111718574666667,-0.226464273,0.130081636833333,-0.272223574,-0.4209110125,0.0773873303333334,0.2883868505,0.192933026,-0.3375422406,-0.520041570666667,-0.412200416,0.2135850535,-0.4778043805,-1.85608689,-0.852878186
"ACH-000546","HSC4_UPPER_AERODIGESTIVE_TRACT",-0.154367211,0.563625208,0.323536145,0.188411262,-0.035081024,-0.271551583,0.024824116,0.134874079,-0.014979435,0.125120249,0.081968275,0.0569202785,0.053667664,0.2886413452,0.3134168155,0.119276982,-0.265437577,0.344631965666667,0.3386034632,0.2860725765,0.393058143666667,0.5052506905,0.2732067244,0.0559641384,0.790743510666667,0.537253039,0.458116879,0.2724671435,1.985568565,0.89011101675
"ACH-000714","KMS11_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.046803288,-0.144379631,0.436694328,-0.588157456,0.125667129,0.309067188,0.134604506,-0.106519601,-0.085674347,-0.7546744255,-0.4146643245,0.209910005,0.469617327,0.4896498152,0.421091612,-0.226045914333333,-1.4455398105,-0.9480036375,0.5036247704,1.379825564,-0.059315361,-0.6321064705,-0.0136031908,-0.4351639646,-0.017681089,-0.559006664,-0.016079707,-0.6713592015,0.203821222,0.40201501
"ACH-000265","KP4_PANCREAS",-0.460209557,-0.159354451,-0.208789254,-0.578504895,-0.001654463,0.595037905,-0.024202497,-0.417346665,-0.631215177,-0.270495079,-0.3784302405,-0.1155198595,0.1279198885,-0.280000421,-0.1812149375,-0.054789189,0.173713487,0.148417014666667,-0.0900161774,-0.3219194105,-0.426463808,-0.679254986,-0.0665601934,-0.4597519172,0.736755903666667,-0.6017477105,-0.365476397,-0.3832513145,2.504227713,-0.04621135425
"ACH-000507","KE39_STOMACH",0.076686632,-0.164631212,-0.152516545,0.106169973,0.092545499,NA,0.204269099,-0.098071399,-0.391267607,0.267573404,0.4151148695,0.243960135,-0.0456036245,-1.2647459082,-0.8185346815,0.233469105,1.3954460185,-0.176918601,-0.4920946116,-0.95334661825,-1.195874072,-0.540734769,0.071190809,0.064933197,NA,-0.026027082,0.015050568,0.114041792,NA,-1.2041061095
"ACH-000167","KE97_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.072977658,0.203737349,0.846750187,0.255980665,0.081412747,NA,0.048393549,0.07712508,0.432190932,0.2574904195,0.4381191025,0.1971423745,-0.0411325125,-0.2890029488,-0.21818103525,0.088517872,0.7885746625,-0.0971745686666667,-0.1708535224,-0.0448007215,0.436660964,0.032282765,-0.1138362636,0.4673971232,NA,0.178172079,-0.1932296965,0.440776785,NA,0.0421252315
"ACH-000484","VMRCRCW_KIDNEY",0.0063731,0.399173288,0.406775495,0.142751917,-0.050929284,-0.395788855,-0.076341624,-0.336264046,-0.461266505,0.213790323,0.2086491105,0.167420898,-0.252047672,-0.5561138476,-0.77864907375,-0.0917489496666666,-0.2761419875,0.839800104666667,-0.4544038806,-1.15235097175,-1.92756185266667,0.190933813,0.0592741826,0.1522244064,-0.999322146666667,0.2301632505,0.2567258345,-0.255156106,-2.540779396,-0.22565296575
"ACH-000847","HGC27_STOMACH",0.117353306,0.794832035,0.878369651,0.456771457,0.097869139,NA,0.19752768,0.08727635,0.46895581,0.0542162865,0.306049316,0.167280662,0.0252995445,0.5148093174,0.12814245425,0.0185915,0.2582134545,0.766027878166667,0.709723942,0.224244769,0.559734580333333,0.1068060535,0.0753894088,0.1884713362,NA,0.9243210275,0.414569479,0.8558780985,NA,1.76553799575
"ACH-000390","LUDLU1_LUNG",0.075063468,0.248574634,0.403461295,-0.0753187,0.020102631,0.07436568,0.089165662,-0.401754065,-0.937833032,0.082459735,0.0453119735,-0.5422310325,-0.106065863,0.2099875136,0.13205014,0.131437104,-0.110973267,0.280962524333333,0.2621496092,-0.13500470775,-0.140218406666667,-0.2490984845,0.2457118516,-0.5535613202,-0.048407513,-0.3999542475,0.0399328695,-0.513571147,0.002145521,0.07133655875
"ACH-000239","HUG1N_STOMACH",-0.172763897,-0.356848371,0.042226989,-2.176549902,-0.077569797,0.023070067,0.092965748,-0.280556521,-0.553328553,0.041664257,0.159873489,-0.047938153,-0.6869837765,-0.8120319924,-0.59622543825,-0.0707946676666667,0.887755873,0.244101836666667,-0.3231447816,-0.8583567375,-0.887357030666667,-0.0869133615,-0.189612159,-0.058506859,0.107981803333333,-0.1751588755,-0.1314856585,0.1072085425,0.022181891,-0.3411692395
"ACH-000626","U266B1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.271571823,0.19481462,0.622988257,0.213964834,0.332642607,NA,0.206379486,0.241553784,0.211214662,-0.1161378255,0.0897606815,0.1219826625,0.1699568155,-0.656289757,-0.22323672925,-0.023727513,0.992182608,-0.0812791173333334,NA,-0.68693403175,-0.610957974,0.1011914515,0.3588178628,-0.2121163486,NA,-0.01646558,0.0997327545,0.136714307,NA,NA
"ACH-000674","NUGC4_STOMACH",-0.305489032,-0.46040019,-0.357758075,-0.414686357,-0.337085786,NA,-0.421428414,-0.473378928,-0.467681463,-0.2311684645,-0.125923406,-0.268811794,-0.24033665,0.043775627,-0.30330528975,-0.264793588666667,-0.4898373825,-0.120183743166667,-0.1337999874,-0.4861005705,0.183808590666667,-0.2688648195,-0.2757360164,-0.1783060372,NA,-0.3491111785,-0.221034683,-0.454820992,NA,-0.00367008775
"ACH-000721","HMC18_BREAST",-1.767621385,-2.972069013,-2.910525723,-2.579031207,0.294253874,-0.002358722,0.115068991,0.217866129,0.392998114,-0.805052192,-0.981400242,-1.0147129555,-1.3668439525,0.625490005,-0.131366038,-0.176620646333333,-0.3659255505,-0.0691457293333333,0.5102389732,0.114124187,0.295371558333333,-1.9166690705,-0.6975534002,-1.7363179648,1.51836658933333,-1.5617424765,-0.8994034285,-2.176294378,7.583010428,0.53466477
"ACH-000889","KMM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.109161182,0.168272451,0.3187646,0.384282226,-0.057500959,0.084107929,-0.150345661,-0.156797374,-0.530474096,0.5939313985,0.5667245245,-0.2706336265,0.192806203,0.503011895,0.1351872705,-0.151785486,0.1153887805,0.894200636166667,0.0397485104,-0.07929266125,0.349525811333333,0.0997144625,-0.0969477316,0.5699649164,0.354779231,0.5328437885,0.097614199,0.800138361,0.33452015,0.8660308745
"ACH-000662","CORL23_LUNG",-0.186548061,-0.170051739,0.019630974,NA,-0.021308545,-0.118590139,-0.122312088,-0.25931698,-0.388728882,0.1764343985,-0.1547170865,-0.1575004085,-0.0854253695,0.0500679308,0.1274959755,0.0351414396666667,-0.160296762,0.1675713685,0.0853505216,-0.3122483295,-0.0279217633333333,-0.28645247,0.0571567352,-0.2602211096,0.358671002,-0.175447119,-0.099390004,-0.075860478,1.075619732,-0.111433035
"ACH-000851","MORCPR_LUNG",-0.015838862,0.48014278,0.336913535,0.099639536,-0.076783721,NA,-0.090961558,0.186411225,0.679839171,-0.7336719215,0.264769397,0.4302749405,0.272805291,-0.1103496542,0.22743510525,0.0892296636666667,-0.3279740315,-0.3282151595,0.576367975,1.04072781,0.562942541333333,-0.3243575755,-0.1365064316,0.1004344842,NA,1.8749093205,1.0254089525,0.6305797475,NA,1.698638676
"ACH-000843","HARA_LUNG",0.188458095,-1.019514856,-0.598358519,0.390851312,-0.225201908,NA,-0.194362504,-0.274755509,-0.34254259,-0.3688085705,-0.2780518285,-0.1502785595,0.303761377,-0.054544066,-0.095689685,-0.003508223,-0.4143569055,-0.224397281166667,NA,-0.72850362825,-0.0372331053333333,-0.332445404,0.0805355796,-0.4108647738,-1.73015610533333,-0.4022331325,-0.0954559465,-0.300340209,-5.20334227,NA
"ACH-000811","SKOV3_OVARY",-0.008690433,-0.17815507,-0.156343612,-0.092945452,-0.09432888,NA,-0.096716702,0.041463309,0.539428439,0.520410955,-0.087062754,-0.725410261,-0.830631215,0.7390151314,0.28580745675,-0.221439429666667,-0.799082151,0.0209125178333333,0.3985579542,0.40633964,0.305150852,0.1324396875,-0.0818097162,-0.3142917188,NA,0.0944164685,-0.05977899,0.045450713,NA,0.52081327525
"ACH-000094","HPAFII_PANCREAS",0.125521909,-0.397259062,-0.198583149,0.244709734,-0.144186993,NA,-0.171824717,0.236570608,0.312159158,-0.068893491,0.2103145485,0.2692490015,-0.843175398,-0.4792089462,-0.2237732705,0.270580489666667,0.581165388,0.0532577451666667,-0.1976214042,-0.401789483,-0.102664332333333,-0.234562072,-0.2436550866,-0.0231718778,NA,-0.0650119455,0.087544018,0.1363737775,NA,-0.31666147775
"ACH-000583","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.046997259,-1.178214578,-0.274780103,0.186534218,0.036866286,NA,0.032353399,-0.390946574,-0.542334448,0.2727686775,0.1598400955,0.1060130115,-0.0902485495,0.4706131304,-0.09727496925,-0.314822512333333,0.191422138,0.771736182166667,0.00189361079999999,-0.5282862955,-0.081924844,-0.2558544635,-0.1366527064,0.213660215,NA,-0.08663847,0.057376432,-0.03668431,NA,0.21965572975
"ACH-000869","NCIH1568_LUNG",-0.468077344,-0.369031748,-0.317145515,-0.575719055,-0.476366782,-0.522485851,-0.502345535,-0.426533489,-1.792607186,-0.5682352975,-0.37864403,-0.344632888,0.0969352605,-0.1453965082,-0.5223342105,-0.302297705666667,-0.326192989,-0.195446560833333,-0.092763953,-0.12343394825,-0.592997036,-0.1048024885,-0.0518917308,-0.4678600466,0.163759727,-1.035525561,-0.6312520265,-0.7914618095,1.265655731,0.11659311175
"ACH-000440","CA46_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.150452873,-0.446898007,-0.963698741,0.129511864,-0.049112439,-0.160233739,0.047502773,-0.094152148,-0.242024473,-0.131613946,-0.1214174465,0.346056592,-0.2150079145,-0.071832745,-0.04800029525,0.191516032666667,0.5582867775,0.422058157833333,0.0110015552,-0.15804509425,-0.0696794463333333,-1.3626373685,-0.1622625942,-0.4315854392,-1.10929529866667,0.077941155,0.272874031,-0.3792823725,-2.959186903,0.151545315
"ACH-000555","A498_KIDNEY",-0.09784503,0.346783685,-0.031653034,NA,0.099118042,-0.151930649,-0.101101316,0.108410568,-0.234113237,-0.244136933,-0.0589732135,0.573480999,-0.3054201345,0.0132270258,0.6103196335,0.0743138406666666,-0.1413989955,-0.275114395666667,0.5435615694,0.7647848415,-0.425206516333333,0.014207163,-0.1057050092,0.0973681616,-0.420080635666667,0.718383696,0.1682024145,0.232769305,-0.625417954,0.100771024
"ACH-000923","BCP1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",0.011427876,-0.183218061,-1.332927604,0.509476156,-0.199216558,-0.546196425,-0.119661646,0.198769309,0.514192866,-0.489277041,-0.583288698,-0.5415352855,0.463127459,0.2592321738,0.24105004025,-0.381277918,-0.4108244565,-0.0358774285,0.2054239942,0.0561729335,0.461135161,-0.925598587,-0.5028020056,-0.3278268554,1.00701942966667,-0.2167218985,0.0437415945,-0.3180025255,3.136136354,0.5312685635
"ACH-000052","A673_BONE",-0.022032041,0.451412311,0.365745598,-3.131790521,-0.166573942,0.097667239,-0.094073069,-0.232659855,-0.021348333,0.188099753,0.26245833,0.013595014,0.328927836,0.1853817964,0.0558444095,0.0232460583333333,-0.444100497,0.148572415833333,0.3515826958,0.436907025,-0.104969036,0.3537363685,-0.0862827982,0.5450097188,0.236933982333333,0.638335634,0.0216499045,0.8692276625,0.205718081,0.93756129125
"ACH-000248","AU565_BREAST",-0.001600629,0.804088094,0.719529138,0.490972923,0.270195736,-0.801455073,0.444868211,-0.008756142,0.344823988,0.2253896325,0.0693865575,0.019942327,0.091294225,0.4443416956,0.3735026855,0.196509853333333,-0.199216228,0.186845921,0.1294632812,0.2323196755,0.724394636,0.2185022965,0.1498611838,0.0999448316,-0.0269629723333333,-0.2856220025,-0.1511490565,-0.12305846,-0.103717889,0.2410095545
"ACH-000253","COLO201_LARGE_INTESTINE",0.2080045,0.18090738,0.174059762,0.527367211,0.064303715,0.158314337,0.161553873,-0.028495283,0.017617262,0.1069725785,0.302146242,0.4654139075,-0.0169157305,-0.4900758008,-0.54838650925,0.110687948333333,1.1399216095,0.133566658,-0.1716296782,-0.500376716,-0.354333306,0.1727996325,-0.0658150754,0.4779817274,0.715628405666667,0.2345503195,0.260209834,0.086173194,1.9232198,-0.272309312
"ACH-000354","CAPAN1_PANCREAS",-0.05844889,0.284198411,0.562810223,-4.886518946,0.043285916,-0.102237882,0,0.179706351,0.78067644,-0.0882412615,0.089934785,-0.136853101,0.000128154499999991,-0.5658791312,-0.2076083885,0.300402909666667,0.569705638,-0.3969295755,-0.0976217138,-0.34981899575,-0.161839751666667,0.344208267,0.0836325372,3.82004000000047e-05,0.456981077333333,-0.494189584,-0.2297885345,-0.129419297,1.100979727,-0.78381801375
"ACH-000892","NCIH1563_LUNG",-0.254188106,0.54434989,0.104804803,-2.986214982,0.368234086,0.352219899,-0.069856257,0.25881004,0.803955778,0.3192458915,0.05847912,0.4992935165,0.214793054,0.5132724992,0.78166594475,0.247096013333333,0.119143797,0.104898204333333,0.1430064396,0.25023046625,1.04081300066667,0.1552853375,0.428858692,0.0699800758,0.665907962333333,0.0016091125,0.0977241245,0.1825425475,1.440408768,-0.3012049045
"ACH-000860","NCIH358_LUNG",0.159296394,-0.123649019,-0.088065625,-0.209857645,0.163926287,NA,0.102216538,-0.458069118,-1.973638983,-0.4633347085,-0.042691317,0.1583486345,-0.1755225745,0.3613742918,0.45018790425,0.0151605746666667,-0.503612422,0.189281981166667,0.2692171704,0.40745526575,0.102441731,-0.285182886,0.1973287872,-0.5206819278,NA,-0.2675797085,0.0734906055,-0.339714263,NA,0.44326100975
"ACH-000138","CFPAC1_PANCREAS",-0.160315905,-0.165771639,-0.019121998,-2.031974006,-0.042952336,-0.09916801,-0.027149676,-0.276161234,-0.561340022,0.1959938685,-0.119640407,-0.476082794,-0.235725044,0.0509707022,0.11007729925,-0.209893426333333,-0.4805996545,-0.268998097833333,-0.005855581,0.038137413,0.0874406693333333,0.291350247,0.0233312752,-0.160972927,-0.161549174,-0.1142353795,-0.0338119735,-0.266863901,-0.111766532,-0.083169488
"ACH-000001","NIHOVCAR3_OVARY",0.242068762,0.578041299,-0.067169084,0.145655378,0.13033424,0.063219981,0.159420139,-0.085901072,-0.842426776,-0.1808194805,0.00524685049999998,0.157734384,0.0442920265,0.4212738158,0.524169598,0.017587904,-0.965730599,-0.208266238,0.2724944194,0.313578202,0.366543203,-0.0791068275,0.2727452668,-0.2938064856,NA,-0.537885325,-0.0068940555,-0.4200000985,NA,0.03561677525
"ACH-000035","NCIH1650_LUNG",0.094126899,0.210287054,0.295627257,0.705272641,0.056710838,-0.037299581,0.197673356,0.128760687,0.381868803,-0.1240112415,-0.190954642,-0.162009887,-0.352388816,0.7661341582,-0.0348441605,-0.087048613,0.2997890845,0.0558149895,0.0839573228,0.52159598525,0.974502234,-0.470002441,0.1837149794,-0.7034617904,0.076272221,-0.40095458,0.0370204135,-0.654137989,0.661142654,0.43371017875
"ACH-000888","NCIH1793_LUNG",0.052841571,0.041580913,0.157691386,-0.240218264,-0.255349434,-0.184126794,-0.363446753,0.088493644,0.605150946,-0.443402208,-0.5059567475,-0.188472897,-0.2845422825,-0.1872404262,0.01705207,-0.254401089666667,0.356986722,-0.128044928166667,-0.2500790158,-0.40909149075,-0.448176437,-0.323603604,-0.0480512642,-0.6503398314,-0.843399672,-0.5759194165,-0.379710813,-0.3951930565,-2.13223011,-1.0205840615
"ACH-000589","NCIH1437_LUNG",-0.402783148,-0.597687543,-0.18962869,0.449385385,0.058978242,-0.054858343,0.043286239,0.007006807,0.403753535,-0.3901610425,-0.416215211,-0.4439828485,-0.5729532,0.3328392486,0.188478367,-0.0654376106666667,-0.0130380905,0.3826223765,0.3641993558,0.311754181,0.514209949333333,-0.844480122,-0.3334360138,-0.7336809558,-0.860869366,-0.714412809,-0.8276291915,-0.856858287,-0.642458759,1.177664228
"ACH-000858","KNS62_LUNG",0.228521752,-0.019605741,-0.21364975,-0.36869106,0.134023787,0.191212462,-0.025319755,0.245217389,0.478402591,0.7290077015,-0.106724131,-0.2802987245,-0.182593108,0.6933800154,0.00292024725000001,0.0923223296666667,-0.1296126395,1.09619528866667,0.1268601628,-0.44151244175,-0.729073974333333,0.133097806,0.1947763676,-0.07778055,0.486538067666667,-0.110757602,0.010128486,0.1239887235,0.96986458,-0.05953048
"ACH-000148","HS578T_BREAST",-0.010322382,-0.111187699,0.176269052,0.224745676,0.40508076,0.930149651,-0.265113178,-0.779024688,-0.113431835,0.162813709,-0.1282086725,-0.213733598,-0.5145879305,0.6102490926,0.27020464975,0.0319910516666667,0.044091327,0.199812754166667,0.3628808052,0.5681970775,0.902774347666667,-0.2144657095,-0.0193075486,-0.343965332,0.381501121,0.102150801,0.088669684,0.5956757305,-0.019885864,0.91954300825
"ACH-000536","BT20_BREAST",0.300330143,0.012461444,-0.186191147,0.464564907,0.300274075,0.374859219,0.558229908,-0.15141493,0.527042695,0.256856347,0.2136991275,0.0609067545,0.2727443805,-0.229025522,-0.00350732249999999,0.336600515333333,0.453710045,-0.321693583833333,-0.0878747342,-0.146249283,0.144735911333333,-0.379296423,0.2679558006,-0.097991726,-0.337409008333333,0.1460122795,0.5170493415,-0.1212039235,-1.511893302,-0.819597327
"ACH-000039","SKNMC_BONE",-0.294015254,0.230887679,-0.273417237,NA,-0.273562242,0.577809175,-0.212789012,-0.48699676,-1.128686991,0.327470094,-0.0586821735,-0.1714092715,-0.3149234035,-0.1433795744,-0.023993266,-0.327886486,-0.1921813045,-0.329581158166667,0.2472515872,0.34010181075,-0.359989872,-0.598038616,-0.3298421472,0.003608799,-0.268869305333333,0.085038943,-0.1743704675,0.2847754125,-0.85733992,0.43002540425
"ACH-000061","HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",-0.007953258,-0.677499637,-0.534257487,0.556702772,0.099118564,NA,-0.015835185,-0.289946874,-1.377216753,0.317922741,0.294435966,0.140350324,-0.200958161,-0.8444744272,-0.43091697825,0.177299325,0.6450399945,-0.4765922285,-0.2093988092,-0.56445069475,-0.693636196,0.5075185085,-0.1189794468,0.5426871982,NA,-0.4022385685,-0.38389052,0.1925669705,NA,-1.03029917475
"ACH-000846","FADU_UPPER_AERODIGESTIVE_TRACT",0.078068561,-0.670800893,-0.619695739,-5.671785267,-0.035191775,-0.114349483,-0.204153246,-0.359984986,-0.56301868,-0.2965061045,0.224146906,0.4401689865,0.0455237515,-0.0608452614,-0.08406871325,0.0469883823333334,-0.583371363,-0.632031438166667,0.345127054,0.324648391,-0.0246782026666667,-0.9751131535,-0.3410126354,0.1163007898,0.936537707,0.0078230915,0.013138914,0.0273441105,2.744293255,0.206071084
"ACH-000934","MDAMB361_BREAST",0.756363342,0.961660697,0.829158777,1.291065872,0.579361781,0.417917391,0.600792853,0.296078262,-1.048413984,0.3210110035,0.7199197285,1.252424464,1.5469590935,0.5576143464,0.0449702775,0.701192434,0.3344880645,0.098504165,0.797844574,0.80448859775,0.644284438666667,1.007708626,0.8032235834,1.1359855828,0.582096511666667,1.305138673,0.713285184,1.16452097,0.600954573,0.9976373235
