"","stripped_cell_line_name","CCLE_Name","alias","COSMIC_ID","lineage","lineage_subtype","lineage_sub_subtype","lineage_molecular_subtype","sex","source","Achilles_n_replicates","cell_line_NNMD","culture_type","culture_medium","cas9_activity","RRID","sample_collection_site","primary_or_metastasis","disease","disease_subtype","age","Sanger_model_ID","additional_info","ISG.score"
"ACH-000534","WSUDLCL2","WSUDLCL2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1331050,"lymphocyte","non_hodgkin_lymphoma","DLBCL","","Male","DSMZ",NA,NA,"","","","CVCL_1902","pleural_effusion","Metastasis","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",41,"SIDM00413","",2.25097368421053
"ACH-000535","BXPC3","BXPC3_PANCREAS","",906693,"pancreas","exocrine","exocrine_adenocarcinoma","","Female","ATCC",2,-4.19943711,"Adherent","RPMI; 10% FBS","18.4","CVCL_0186","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",61,"SIDM00132","",4.63221052631579
"ACH-000536","BT20","BT20_BREAST","",906801,"breast","breast_ductal_carcinoma","ERneg_HER2neg","basal_A","Female","ATCC",NA,NA,"","","","CVCL_0178","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",74,"SIDM00893","",3.50018421052632
"ACH-000537","SNU761","SNU761_LIVER","",NA,"liver","hepatocellular_carcinoma","","","Male","KCLB",1,-5.252504492,"Adherent","RPMI; 10% FBS","10.9","CVCL_5089","liver","","Liver Cancer","Hepatocellular Carcinoma",49,"","",3.23205263157895
"ACH-000538","HUTU80","HUTU80_SMALL_INTESTINE","",907073,"gastric","duodenal_adenocarcinoma","","","Male","ATCC",NA,NA,"","","","CVCL_1301","small_intestine","Primary","Gastric Cancer","Duodenal Adenocarcinoma",53,"SIDM00694","",2.41560526315789
"ACH-000539","HS618T","HS618T_FIBROBLAST","",NA,"fibroblast","fibroblast_lung","","","Female","ATCC",NA,NA,"","","","CVCL_0827","fibroblast","Primary","Fibroblast","Lung",60,"","",3.16944736842105
"ACH-000540","HS606T","HS606T_FIBROBLAST","",NA,"fibroblast","fibroblast_breast","","","Female","ATCC",NA,NA,"","","","CVCL_0819","fibroblast","","Fibroblast","Breast",44,"","",2.96557894736842
"ACH-000541","KMS34","KMS34_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"plasma_cell","multiple_myeloma","","","Female","HSRRB",1,-2.155246269,"Suspension","RPMI; 10% FBS","2.6","CVCL_2996","pleural_effusion","Primary","Myeloma","Multiple Myeloma",60,"","",3.35944736842105
"ACH-000542","HEYA8","HEYA8_OVARY","",NA,"ovary","ovary_adenocarcinoma","low_grade_serous","","Female","Academic lab",3,-3.515303779,"Adherent","RPMI; 10% FBS","7.1","CVCL_8878","ascites","Metastasis","Ovarian Cancer","Adenocarcinoma, low grade serous",NA,"SIDM01215","",2.79505263157895
"ACH-000543","SNU489","SNU489_CENTRAL_NERVOUS_SYSTEM","",NA,"central_nervous_system","glioma","glioblastoma","","Male","KCLB",NA,NA,"","","","CVCL_5069","central_nervous_system","","Brain Cancer","Glioblastoma",54,"","",3.56244736842105
"ACH-000544","OE21","OE21_OESOPHAGUS","",1298359,"esophagus","esophagus_squamous","","","Male","HPACC",2,-3.993280183,"Adherent","RPMI-1640: 90.0%","15.4","CVCL_2661","oesophagus","Primary","Esophageal Cancer","Squamous Cell Carcinoma",74,"SIDM00478","",3.88673684210526
"ACH-000545","VMCUB1","VMCUB1_URINARY_TRACT","",909780,"urinary_tract","bladder_carcinoma","bladder_transitional_cell","","Male","DSMZ",2,-3.977975821,"Adherent","DMEM: 90.0%; 10%FBS","32.8","CVCL_1786","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",NA,"SIDM00414","",3.81486842105263
"ACH-000546","HSC4","HSC4_UPPER_AERODIGESTIVE_TRACT","",907062,"upper_aerodigestive","upper_aerodigestive_squamous","","","Male","HSRRB",NA,NA,"","","","CVCL_1289","upper_aerodigestive_tract","Metastasis","Head and Neck Cancer","Squamous Cell Carcinoma",64,"SIDM00588","",5.01476315789474
"ACH-000547","HT1197","HT1197_URINARY_TRACT","",907065,"urinary_tract","bladder_carcinoma","","","Male","ATCC",2,-2.868265098,"Adherent","EMEM; 10% FBS","28","CVCL_1291","urinary_tract","Primary","Bladder Cancer","Carcinoma",44,"SIDM00676","",4.013
"ACH-000548","BHY","BHY_UPPER_AERODIGESTIVE_TRACT","",753535,"upper_aerodigestive","upper_aerodigestive_squamous","oral","","Male","DSMZ",2,-3.923963104,"Adherent","DMEM;10% FBS;","8.8","CVCL_1086","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, oral",52,"SIDM00986","",5.92468421052632
"ACH-000549","SNU1076","SNU1076_UPPER_AERODIGESTIVE_TRACT","",NA,"upper_aerodigestive","upper_aerodigestive_squamous","laryngeal","","Male","KCLB",2,-3.221794252,"","RPMI1640 with L-glutamine (300mg/L), 25mM HEPES and 25mM NaHCO3, 90%; heat inactivated fetal bovine serum (FBS), 10%","15","CVCL_5006","upper_aerodigestive_tract","","Head and Neck Cancer","Squamous Cell Carcinoma, laryngeal",60,"SIDM00168","",5.00578947368421
"ACH-000550","IGR39","IGR39_SKIN","",NA,"skin","melanoma","","","Male","DSMZ",2,-4.453872456,"Adherent","DMEM; 15% FBS","28.9","CVCL_2076","skin","Primary","Skin Cancer","Melanoma",26,"SIDM01065","",4.85913157894737
"ACH-000551","K562","K562_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",905940,"blood","CML","blast_crisis","","Female","ATCC",2,-3.208706556,"Suspension","IMDM; 10% FBS","53.2","CVCL_0004","pleural_effusion","Metastasis","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",53,"SIDM00791","",2.875
"ACH-000552","HT29","HT29_LARGE_INTESTINE","",905939,"colorectal","colorectal_adenocarcinoma","","","Female","ATCC",2,-4.44775747,"Adherent","McCoy's 5A; 10% FBS","14.8","CVCL_0320","large_intestine","Primary","Colon/Colorectal Cancer","Adenocarcinoma",44,"SIDM00136","",2.68431578947368
"ACH-000553","SQ1","SQ1_LUNG","",NA,"lung","NSCLC","NSCLC_squamous","","Male","RIKEN",NA,NA,"","","","CVCL_4900","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",NA,"","",3.36305263157895
"ACH-000554","UACC893","UACC893_BREAST","",909778,"breast","breast_ductal_carcinoma","ERneg_HER2pos","HER2_amp","Female","ATCC",NA,NA,"","","","CVCL_1782","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",57,"SIDM01186","",2.45565789473684
"ACH-000555","A498","A498_KIDNEY","",905948,"kidney","renal_cell_carcinoma","","","Male","ATCC",NA,NA,"","","","CVCL_1056","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",52,"SIDM00124","",3.38207894736842
"ACH-000556","SIHA","SIHA_CERVIX","",930297,"cervix","cervical_carcinoma","","","Female","ATCC",2,-4.033755928,"Adherent","EMEM; 10% FBS","9.5","CVCL_0032","cervix","","Cervical Cancer","Carcinoma",NA,"SIDM01093","",4.30034210526316
"ACH-000557","AML193","AML193_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","AML","M5","","Female","ATCC",2,-2.642842793,"Suspension","IMDM; 5% FBS; 10ug/mL Insulin; 5ug/mL Transferrin; 2ng/mL GM-CSF","9.5","CVCL_1071","haematopoietic_and_lymphoid_tissue","Primary","Leukemia","Acute Myelogenous Leukemia (AML), M5 (Eosinophilic/Monocytic)",13,"","",3.50468421052632
"ACH-000558","A172","A172_CENTRAL_NERVOUS_SYSTEM","",687563,"central_nervous_system","glioma","glioblastoma","","Male","ATCC",NA,NA,"","","","CVCL_0131","central_nervous_system","Primary","Brain Cancer","Glioblastoma",53,"SIDM00799","",3.35355263157895
"ACH-000559","NCIH1836","NCIH1836_LUNG","",1240182,"lung","SCLC","","","Male","ATCC",NA,NA,"","","","CVCL_1498","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",52,"SIDM00770","",2.67178947368421
"ACH-000560","ECC10","ECC10_STOMACH","",906848,"gastric","gastric_small_cell","","","Male","RIKEN",NA,NA,"","","","CVCL_1188","liver","","Gastric Cancer","Small Cell Carcinoma",NA,"SIDM00280","",2.20307894736842
"ACH-000561","TDOTT","TT_OESOPHAGUS","",1299064,"esophagus","esophagus_squamous","","","Male","HSRRB",NA,NA,"","","","CVCL_3174","bone","Metastasis","Esophageal Cancer","Squamous Cell Carcinoma",NA,"SIDM00322","",2.85407894736842
"ACH-000562","HCC78","HCC78_LUNG","",1290908,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","DSMZ",NA,NA,"","","","CVCL_2061","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",65,"SIDM01068","",4.51389473684211
"ACH-000563","EBC1","EBC1_LUNG","",753554,"lung","NSCLC","NSCLC_squamous","","Male","RIKEN",2,-2.4905034,"","","23.7","CVCL_2891","skin","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",69,"SIDM00486","",3.35339473684211
"ACH-000564","KHM1B","KHM1B_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"plasma_cell","multiple_myeloma","","","Male","HSRRB",NA,NA,"","","","CVCL_2972","pleural_effusion","Primary","Myeloma","Multiple Myeloma",53,"","",2.43694736842105
"ACH-000565","RCM1","RCM1_LARGE_INTESTINE","",909263,"colorectal","colorectal_adenocarcinoma","","","Female","HSRRB",NA,NA,"","","","CVCL_1648","large_intestine","Primary","Colon/Colorectal Cancer","Adenocarcinoma",73,"SIDM00359","",4.14102631578947
"ACH-000566","SW1710","SW1710_URINARY_TRACT","",909749,"urinary_tract","bladder_carcinoma","bladder_transitional_cell","","Female","DSMZ",NA,NA,"","","","CVCL_1721","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",84,"SIDM00420","",3.45721052631579
"ACH-000567","ST486","ST486_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",910906,"lymphocyte","non_hodgkin_lymphoma","b_cell_burkitt","","Female","ATCC",NA,NA,"","","","CVCL_1712","ascites","","Lymphoma","B-cell, Non-Hodgkins, Burkitts",NA,"SIDM01198","",3.54065789473684
"ACH-000568","UACC812","UACC812_BREAST","",910910,"breast","breast_ductal_carcinoma","ERpos_HER2pos","luminal","Female","ATCC",NA,NA,"","","","CVCL_1781","breast","Primary","Breast Cancer","Breast Ductal Carcinoma",43,"SIDM01187","",2.27005263157895
"ACH-000569","ISTMES1","ISTMES1_PLEURA","",907173,"lung","mesothelioma","","","Female","ICLC",0,-2.111102216,"","","","CVCL_1311","pleural_effusion","Primary","Lung Cancer","Mesothelioma",70,"SIDM00224","",4.17536842105263
"ACH-000570","YKG1","YKG1_CENTRAL_NERVOUS_SYSTEM","",687592,"central_nervous_system","glioma","glioblastoma","","Female","HSRRB",2,-4.778727761,"Adherent","DMEM; 10% FBS","21.1","CVCL_1796","central_nervous_system","Primary","Brain Cancer","Glioblastoma",NA,"SIDM00315","",3.13526315789474
"ACH-000571","T98G","T98G_CENTRAL_NERVOUS_SYSTEM","",687586,"central_nervous_system","glioma","glioblastoma","","Male","ATCC",2,-4.705596718,"Adherent","EMEM; 10% FBS","20.4","CVCL_0556","central_nervous_system","Primary","Brain Cancer","Glioblastoma",61,"SIDM01171","",3.96773684210526
"ACH-000572","G361","G361_SKIN","",906865,"skin","melanoma","","","Male","ATCC",NA,NA,"","","","CVCL_1220","skin","Primary","Skin Cancer","Melanoma",31,"SIDM00857","",3.10936842105263
"ACH-000573","MDAMB436","MDAMB436_BREAST","",1240172,"breast","breast_carcinoma","ERneg_HER2neg","basal_B","Female","ATCC",3,-5.242670073,"Semi-adherent","RPMI; 10% FBS; 16ug/ml glutathione","47.3","CVCL_0623","pleural_effusion","Metastasis","Breast Cancer","Carcinoma",43,"SIDM00629","",4.06692105263158
"ACH-000574","FUOV1","FUOV1_OVARY","",1240129,"ovary","ovary_adenocarcinoma","high_grade_serous","","Female","DSMZ",NA,NA,"","","","CVCL_2047","ovary","Primary","Ovarian Cancer","Adenocarcinoma, high grade serous",65,"SIDM01040","",2.18413157894737
"ACH-000575","HCC364","HCC364_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","Academic lab",NA,NA,"","","","CVCL_5134","lung","","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"","",3.31939473684211
"ACH-000576","KMS27","KMS27_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"plasma_cell","multiple_myeloma","","","Male","HSRRB",2,-2.714293549,"Suspension","RPMI; 10% FBS","11","CVCL_2993","haematopoietic_and_lymphoid_tissue","Primary","Myeloma","Multiple Myeloma",52,"","",3.06481578947368
"ACH-000577","JHH2","JHH2_LIVER","",1240157,"liver","hepatocellular_carcinoma","","","Male","HSRRB",1,-2.758677814,"Adherent","EMEM; 10% FBS","18.3","CVCL_2786","ascites","Metastasis","Liver Cancer","Hepatocellular Carcinoma",57,"SIDM00617","",2.82781578947368
"ACH-000578","HCC1171","HCC1171_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","KCLB",NA,NA,"","","","CVCL_5126","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",58,"","",3.91544736842105
"ACH-000579","UACC257","UACC257_SKIN","",905977,"skin","melanoma","","","Unknown","NCI/DCTD",1,-1.373476977,"Adherent","RPMI-1640; 10%FBS","18.7","CVCL_1779","skin","Primary","Skin Cancer","Melanoma",NA,"SIDM00108","",2.88328947368421
"ACH-000580","C32","C32_SKIN","",906830,"skin","melanoma","amelanotic","","Male","ATCC",2,-3.442187665,"Adherent","EMEM; 10% FBS; 0.1mM NEAA","33.9","CVCL_1097","skin","Primary","Skin Cancer","Melanoma, amelanotic",53,"SIDM00890","",3.31818421052632
"ACH-000581","SNU16","SNU16_STOMACH","",908446,"gastric","gastric_adenocarcinoma","","","Female","ATCC",1,-1.062705303,"","RPMI-1640: 90.0%,10%FBS","42.3","CVCL_0076","ascites","Metastasis","Gastric Cancer","Adenocarcinoma",33,"SIDM01145","",2.66078947368421
"ACH-000582","COLO741","COLO741_SKIN","",NA,"skin","melanoma","","","Female","ECACC",NA,NA,"","","","CVCL_1133","skin","Metastasis","Skin Cancer","Melanoma",69,"","",2.78968421052632
"ACH-000583","MC116","MC116_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",907799,"lymphocyte","non_hodgkin_lymphoma","b_cell","","Male","ATCC",2,-2.530316903,"","RPMI-1640: 80.0%","50.1","CVCL_1399","pleural_effusion","","Lymphoma","B-cell, Non-Hodgkins",NA,"SIDM00637","",3.09876315789474
"ACH-000584","JHOS4","JHOS4_OVARY","",1480359,"ovary","ovary_adenocarcinoma","high_grade_serous","","Female","RIKEN",3,-5.068363548,"Adherent","DMEM:F12 (1:1); 10% FBS","27.1","CVCL_4649","ovary","Primary","Ovarian Cancer","Adenocarcinoma, high grade serous",44,"SIDM00303","",4.21528947368421
"ACH-000585","EPLC272H","EPLC272H_LUNG","",753556,"lung","NSCLC","NSCLC_squamous","","Male","DSMZ",3,-4.633492685,"Adherent","RPMI; 20% FBS","14.2","CVCL_1197","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Squamous Cell Carcinoma",57,"SIDM01044","",3.26613157894737
"ACH-000586","NCIH1876","NCIH1876_LUNG","",1330972,"lung","SCLC","","","Male","ATCC",NA,NA,"","","","CVCL_1503","lymph_node","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",59,"SIDM00766","",2.99636842105263
"ACH-000587","NCIH1975","NCIH1975_LUNG","",924244,"lung","NSCLC","NSCLC_adenocarcinoma","","Female","ATCC",2,-4.6541065,"Adherent","DMEM; 10% FBS","10.5","CVCL_1511","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",NA,"SIDM00759","",4.06376315789474
"ACH-000588","KMS26","KMS26_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"plasma_cell","multiple_myeloma","","","Male","HSRRB",2,-3.51697375,"Suspension","RPMI; 10% FBS","23.9","CVCL_2992","pleural_effusion","Primary","Myeloma","Multiple Myeloma",50,"","",2.97157894736842
"ACH-000589","NCIH1437","NCIH1437_LUNG","",687794,"lung","NSCLC","NSCLC_adenocarcinoma","","Male","ATCC",3,-4.660154245,"Adherent","RPMI; 10% FBS","9.2","CVCL_1472","pleural_effusion","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",60,"SIDM00734","",2.80223684210526
"ACH-000590","NCIH2073","NCIH2073_LUNG","",NA,"lung","NSCLC","NSCLC_adenocarcinoma","","Female","ATCC",NA,NA,"","","","CVCL_1521","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Adenocarcinoma",47,"SIDM00757","",3.07378947368421
"ACH-000591","LN235","LN235_CENTRAL_NERVOUS_SYSTEM","LN-235",NA,"central_nervous_system","glioma","astrocytoma","","Male","Academic lab",2,-3.96076416,"Adherent","DMEM; 10% FBS","12.7","CVCL_3957","central_nervous_system","","Brain Cancer","Astrocytoma",38,"","",4.26102631578947
"ACH-000592","TM31","TM31_CENTRAL_NERVOUS_SYSTEM","",NA,"central_nervous_system","glioma","","","Female","RIKEN",2,-4.149535086,"Adherent","EMEM: 90.0%","14.3","CVCL_6735","central_nervous_system","","Brain Cancer","Glioma",42,"","",3.25486842105263
"ACH-000593","BC3C","BC3C_URINARY_TRACT","",NA,"urinary_tract","bladder_carcinoma","bladder_transitional_cell","","Female","DSMZ",2,-4.91347783,"Adherent","M10","4.9","CVCL_1958","urinary_tract","Primary","Bladder Cancer","Transitional Cell Carcinoma",82,"","",3.11418421052632
"ACH-000594","DMS153","DMS153_LUNG","",NA,"lung","SCLC","","","Male","ATCC",NA,NA,"","","","CVCL_1175","liver","Metastasis","Lung Cancer","Small Cell Lung Cancer (SCLC)",44,"","",3.40413157894737
"ACH-000595","LN229","LN229_CENTRAL_NERVOUS_SYSTEM","",1240169,"central_nervous_system","glioma","glioblastoma","","Female","ATCC",NA,NA,"","","","CVCL_0393","central_nervous_system","Primary","Brain Cancer","Glioblastoma",60,"SIDM00684","",3.21839473684211
"ACH-000596","LCLC97TM1","LCLC97TM1_LUNG","",946361,"lung","NSCLC","NSCLC_large_cell","","Male","DSMZ",2,-3.021173501,"Adherent","RPMI; 20% FBS","51.4","CVCL_1376","lung","Primary","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), Large Cell Carcinoma",44,"SIDM00344","",4.69784210526316
"ACH-000597","TTC709","TTC709_SOFT_TISSUE","",NA,"soft_tissue","malignant_rhabdoid_tumor","","","Unknown","Academic lab",NA,NA,"","","","CVCL_8007","soft_tissue","","Rhabdoid","Malignant Rhabdoid Tumor",NA,"","",2.5605
"ACH-000598","KMS21BM","KMS21BM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"plasma_cell","multiple_myeloma","","","Male","HSRRB",NA,NA,"","","","CVCL_2991","haematopoietic_and_lymphoid_tissue","Primary","Myeloma","Multiple Myeloma",62,"","",2.68755263157895
"ACH-000599","PATU8902","PATU8902_PANCREAS","",1298526,"pancreas","exocrine","exocrine_adenocarcinoma","","Female","DSMZ",1,-3.174826194,"Adherent","DMEM; 10% FBS","45","CVCL_1845","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",44,"SIDM00455","",3.97284210526316
"ACH-000600","SLR26","SLR26_KIDNEY","",NA,"kidney","renal_cell_carcinoma","","","Unknown","Academic lab",2,-3.369629827,"Adherent","RPMI; 10% FBS","16.6","CVCL_V612","kidney","Primary","Kidney Cancer","Renal Cell Carcinoma",NA,"","",3.61734210526316
"ACH-000601","MIAPACA2","MIAPACA2_PANCREAS","",724870,"pancreas","exocrine","exocrine_adenocarcinoma","","Male","ATCC",4,-5.444779706,"Adherent","DMEM; 10% FBS","11.7","CVCL_0428","pancreas","Primary","Pancreatic Cancer","Ductal Adenocarcinoma, exocrine",65,"SIDM00505","",2.50797368421053
"ACH-000602","M07E","M07E_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","AML","M7","","Female","DSMZ",NA,NA,"","","","CVCL_2106","haematopoietic_and_lymphoid_tissue","","Leukemia","Acute Myelogenous Leukemia (AML), M7 (Megakaryoblastic)",0.5,"","",3.00876315789474
"ACH-000603","BEN","BEN_LUNG","",753534,"lung","NSCLC","","","Male","DSMZ",NA,NA,"","","","CVCL_1082","lymph_node","Metastasis","Lung Cancer","Non-Small Cell Lung Cancer (NSCLC), unspecified",71,"SIDM00990","",2.4715
"ACH-000604","KYO1","KYO1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"blood","CML","blast_crisis","","Male","DSMZ",2,-2.282477909,"Suspension","RPMI-1640: 80.0%","40.3","CVCL_2095","haematopoietic_and_lymphoid_tissue","","Leukemia","Chronic Myelogenous Leukemia (CML), blast crisis",22,"","",2.93371052631579
"ACH-000605","TE6","TE6_OESOPHAGUS","",946355,"esophagus","esophagus_squamous","","","Male","RIKEN",2,-3.13779556,"Adherent","RPMI; 10% FBS","40","CVCL_1765","oesophagus","","Esophageal Cancer","Squamous Cell Carcinoma",NA,"SIDM00328","",3.8895
"ACH-000606","PECAPJ34CLONEC12","PECAPJ34CLONEC12_UPPER_AERODIGESTIVE_TRACT","",NA,"upper_aerodigestive","upper_aerodigestive_squamous","basaloid","","Male","ECACC",2,-3.706380856,"Adherent","IMDM; 10% FBS;2mM Glutamine","19.8","CVCL_2679","upper_aerodigestive_tract","Primary","Head and Neck Cancer","Squamous Cell Carcinoma, basaloid",60,"","",4.76042105263158
"ACH-000607","KYM1","KYM1_SOFT_TISSUE","",1240166,"soft_tissue","malignant_rhabdoid_tumor","","","Male","HSRRB",2,-3.136816617,"","D:F(1:1) 10%FBS, http://cellbank.nibio.go.jp/~cellbank/en/search_res_det.cgi?RNO=jcrb0627","52.7","CVCL_3007","soft_tissue","Primary","Rhabdoid","Malignant Rhabdoid Tumor",1,"SIDM00552","",3.75497368421053
"ACH-000608","COV644","COV644_OVARY","",NA,"ovary","ovary_adenocarcinoma","mucinous","","Female","ECACC",3,-3.896520754,"Adherent","DMEM; 10% FBS; 2mM L-glutamine","11.5","CVCL_2425","ovary","Primary","Ovarian Cancer","Adenocarcinoma, mucinous",NA,"","",4.20192105263158
"ACH-000609","SF126","SF126_CENTRAL_NERVOUS_SYSTEM","",909712,"central_nervous_system","glioma","astrocytoma","","Female","HSRRB",NA,NA,"","","","CVCL_1688","central_nervous_system","Primary","Brain Cancer","Astrocytoma",NA,"SIDM00382","",4.47471052631579
"ACH-000610","NCIH2227","NCIH2227_LUNG","",688018,"lung","SCLC","","","Male","ATCC",NA,NA,"","","","CVCL_1542","lung","Primary","Lung Cancer","Small Cell Lung Cancer (SCLC)",54,"SIDM00730","",2.866
"ACH-000611","SUDHL6","SUDHL6_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",1331037,"lymphocyte","non_hodgkin_lymphoma","DLBCL","","Male","DSMZ",NA,NA,"","","","CVCL_2206","ascites","Metastasis","Lymphoma","Diffuse Large B-cell Lymphoma (DLBCL)",43,"SIDM00407","",2.10597368421053
"ACH-000612","HUT102","HUT102_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","",NA,"lymphocyte","lymphoma_unspecified","t_cell","","Male","ATCC",NA,NA,"","","","CVCL_3526","lymph_node","","Lymphoma","T-cell",26,"","",4.69428947368421
"ACH-000613","HOS","HOS_BONE","",907060,"bone","osteosarcoma","","","Female","ATCC",NA,NA,"","","","CVCL_0312","bone","Primary","Bone Cancer","Osteosarcoma",13,"SIDM00806","",2.31386842105263
