CCLE_ID,depMapID,CCLE.hc.msi_del,CCLE.hc.total_del,CCLE.wes.msi_del,CCLE.wes.total_del,CCLE.wgs.msi_del,CCLE.wgs.total_del,GDSC.wes.msi_del,GDSC.wes.total_del,GDSC.msi.call,CCLE.MSI.call
MFM223_BREAST,ACH-001819,NA,NA,NA,NA,NA,NA,940,1435,MSS/MSI-L,inferred-MSS
MRKNU1_BREAST,ACH-002163,NA,NA,NA,NA,NA,NA,723,1155,MSS/MSI-L,inferred-MSS
EGI1_BILIARY_TRACT,ACH-001494,NA,NA,NA,NA,NA,NA,877,1270,MSS/MSI-L,inferred-MSS
ETK1_BILIARY_TRACT,ACH-002237,NA,NA,NA,NA,NA,NA,899,1380,MSS/MSI-L,inferred-MSS
TGBC1TKB_BILIARY_TRACT,ACH-001861,NA,NA,NA,NA,NA,NA,537,828,MSS/MSI-L,inferred-MSS
TGBC24TKB_BILIARY_TRACT,ACH-002312,NA,NA,NA,NA,NA,NA,901,1333,MSS/MSI-L,inferred-MSS
CAR1_LARGE_INTESTINE,ACH-002345,NA,NA,NA,NA,NA,NA,831,1252,MSS/MSI-L,inferred-MSS
HCC2998_LARGE_INTESTINE,ACH-001081,NA,NA,NA,NA,NA,NA,1091,1635,MSS/MSI-L,inferred-MSS
GT3TKB_STOMACH,ACH-002122,NA,NA,NA,NA,NA,NA,943,1404,MSS/MSI-L,inferred-MSS
HSC39_STOMACH,ACH-002141,NA,NA,NA,NA,NA,NA,774,1178,MSS/MSI-L,inferred-MSS
MKN28_STOMACH,ACH-002161,NA,NA,NA,NA,NA,NA,366,573,MSS/MSI-L,inferred-MSS
RF48_STOMACH,ACH-002301,NA,NA,NA,NA,NA,NA,781,1303,MSS/MSI-L,inferred-MSS
SCH_STOMACH,ACH-002198,NA,NA,NA,NA,NA,NA,746,1171,MSS/MSI-L,inferred-MSS
SKGT2_STOMACH,ACH-001653,NA,NA,NA,NA,NA,NA,776,1203,MSS/MSI-L,inferred-MSS
SW13_ADRENAL_CORTEX,ACH-001401,NA,NA,NA,NA,NA,NA,821,1220,MSS/MSI-L,inferred-MSS
BB65RCC_KIDNEY,ACH-002090,NA,NA,NA,NA,NA,NA,840,1290,MSS/MSI-L,inferred-MSS
HA7RCC_KIDNEY,ACH-002139,NA,NA,NA,NA,NA,NA,504,806,MSS/MSI-L,inferred-MSS
LB2241RCC_KIDNEY,ACH-002151,NA,NA,NA,NA,NA,NA,505,786,MSS/MSI-L,inferred-MSS
LB996RCC_KIDNEY,ACH-002155,NA,NA,NA,NA,NA,NA,967,1453,MSS/MSI-L,inferred-MSS
NCC010_KIDNEY,ACH-002167,NA,NA,NA,NA,NA,NA,845,1342,MSS/MSI-L,inferred-MSS
NCC021_KIDNEY,ACH-002168,NA,NA,NA,NA,NA,NA,824,1310,MSS/MSI-L,inferred-MSS
RCCAB_KIDNEY,ACH-002187,NA,NA,NA,NA,NA,NA,710,1106,MSS/MSI-L,inferred-MSS
RCCER_KIDNEY,ACH-002188,NA,NA,NA,NA,NA,NA,913,1438,MSS/MSI-L,inferred-MSS
RCCJW_KIDNEY,ACH-002191,NA,NA,NA,NA,NA,NA,674,1087,MSS/MSI-L,inferred-MSS
RCCMF_KIDNEY,ACH-002192,NA,NA,NA,NA,NA,NA,753,1173,MSS/MSI-L,inferred-MSS
RXF393_KIDNEY,ACH-002195,NA,NA,NA,NA,NA,NA,744,1162,MSS/MSI-L,inferred-MSS
SN12C_KIDNEY,ACH-002199,NA,NA,NA,NA,NA,NA,806,1242,MSS/MSI-L,inferred-MSS
EMCBAC1_LUNG,ACH-002101,NA,NA,NA,NA,NA,NA,1459,2405,MSS/MSI-L,inferred-MSS
EMCBAC2_LUNG,ACH-002102,NA,NA,NA,NA,NA,NA,892,1375,MSS/MSI-L,inferred-MSS
LC2AD_LUNG,ACH-002157,NA,NA,NA,NA,NA,NA,803,1232,MSS/MSI-L,inferred-MSS
NCIH1993_LUNG,ACH-001137,NA,NA,NA,NA,NA,NA,702,1082,MSS/MSI-L,inferred-MSS
NCIH720_LUNG,ACH-002174,NA,NA,NA,NA,NA,NA,1313,1986,MSS/MSI-L,inferred-MSS
NCIH835_LUNG,ACH-002177,NA,NA,NA,NA,NA,NA,1301,2171,MSS/MSI-L,inferred-MSS
UMC11_LUNG,ACH-001417,NA,NA,NA,NA,NA,NA,719,1103,MSS/MSI-L,inferred-MSS
NCIH1770_LUNG,ACH-001362,NA,NA,NA,NA,NA,NA,656,998,MSS/MSI-L,inferred-MSS
NCIH2135_LUNG,ACH-001363,NA,NA,NA,NA,NA,NA,1209,1832,MSS/MSI-L,inferred-MSS
CORL321_PLEURA,ACH-001490,NA,NA,NA,NA,NA,NA,533,898,MSS/MSI-L,inferred-MSS
CORL303_LUNG,ACH-002095,NA,NA,NA,NA,NA,NA,687,1117,MSS/MSI-L,inferred-MSS
CORL32_LUNG,ACH-001489,NA,NA,NA,NA,NA,NA,572,933,MSS/MSI-L,inferred-MSS
ISTSL1_LUNG,ACH-002144,NA,NA,NA,NA,NA,NA,824,1258,MSS/MSI-L,inferred-MSS
ISTSL2_LUNG,ACH-002145,NA,NA,NA,NA,NA,NA,857,1333,MSS/MSI-L,inferred-MSS
LU134A_LUNG,ACH-002051,NA,NA,NA,NA,NA,NA,748,1130,MSS/MSI-L,inferred-MSS
LU135_LUNG,ACH-001549,NA,NA,NA,NA,NA,NA,749,1163,MSS/MSI-L,inferred-MSS
LU139_LUNG,ACH-002052,NA,NA,NA,NA,NA,NA,833,1296,MSS/MSI-L,inferred-MSS
LU165_LUNG,ACH-002077,NA,NA,NA,NA,NA,NA,817,1296,MSS/MSI-L,inferred-MSS
MS1_LUNG,ACH-001958,NA,NA,NA,NA,NA,NA,828,1323,MSS/MSI-L,inferred-MSS
NCIH1417_LUNG,ACH-001591,NA,NA,NA,NA,NA,NA,844,1313,MSS/MSI-L,inferred-MSS
NCIH1688_LUNG,ACH-002170,NA,NA,NA,NA,NA,NA,665,1009,MSS/MSI-L,inferred-MSS
NCIH250_LUNG,ACH-002171,NA,NA,NA,NA,NA,NA,1167,1865,MSS/MSI-L,inferred-MSS
NCIH345_LUNG,ACH-001364,NA,NA,NA,NA,NA,NA,824,1272,MSS/MSI-L,inferred-MSS
NCIH378_LUNG,ACH-002173,NA,NA,NA,NA,NA,NA,724,1151,MSS/MSI-L,inferred-MSS
NCIH64_LUNG,ACH-001599,NA,NA,NA,NA,NA,NA,1172,1846,MSS/MSI-L,inferred-MSS
NCIH748_LUNG,ACH-002176,NA,NA,NA,NA,NA,NA,1050,1712,MSS/MSI-L,inferred-MSS
NCIH847_LUNG,ACH-001365,NA,NA,NA,NA,NA,NA,701,1071,MSS/MSI-L,inferred-MSS
SBC1_LUNG,ACH-002196,NA,NA,NA,NA,NA,NA,850,1333,MSS/MSI-L,inferred-MSS
H2369_PLEURA,ACH-002123,NA,NA,NA,NA,NA,NA,1023,1563,MSS/MSI-L,inferred-MSS
NCIH2373_PLEURA,ACH-002124,NA,NA,NA,NA,NA,NA,727,1148,MSS/MSI-L,inferred-MSS
NCIH2461_PLEURA,ACH-002125,NA,NA,NA,NA,NA,NA,661,1039,MSS/MSI-L,inferred-MSS
NCIH2591_PLEURA,ACH-002126,NA,NA,NA,NA,NA,NA,869,1309,MSS/MSI-L,inferred-MSS
NCIH2595_PLEURA,ACH-002127,NA,NA,NA,NA,NA,NA,871,1348,MSS/MSI-L,inferred-MSS
NCIH2722_PLEURA,ACH-002128,NA,NA,NA,NA,NA,NA,894,1402,MSS/MSI-L,inferred-MSS
NCIH2731_PLEURA,ACH-002129,NA,NA,NA,NA,NA,NA,1151,1772,MSS/MSI-L,inferred-MSS
NCIH2795_PLEURA,ACH-002130,NA,NA,NA,NA,NA,NA,932,1411,MSS/MSI-L,inferred-MSS
NCIH2803_PLEURA,ACH-002131,NA,NA,NA,NA,NA,NA,1073,1754,MSS/MSI-L,inferred-MSS
NCIH2804_PLEURA,ACH-002132,NA,NA,NA,NA,NA,NA,1061,1571,MSS/MSI-L,inferred-MSS
NCIH2810_PLEURA,ACH-002133,NA,NA,NA,NA,NA,NA,915,1432,MSS/MSI-L,inferred-MSS
NCIH2818_PLEURA,ACH-002134,NA,NA,NA,NA,NA,NA,965,1470,MSS/MSI-L,inferred-MSS
NCIH2869_PLEURA,ACH-002135,NA,NA,NA,NA,NA,NA,960,1486,MSS/MSI-L,inferred-MSS
H290_PLEURA,ACH-002136,NA,NA,NA,NA,NA,NA,1041,1594,MSS/MSI-L,inferred-MSS
D247MG_CENTRAL_NERVOUS_SYSTEM,ACH-002224,NA,NA,NA,NA,NA,NA,799,1269,MSS/MSI-L,inferred-MSS
D263MG_CENTRAL_NERVOUS_SYSTEM,ACH-002225,NA,NA,NA,NA,NA,NA,899,1386,MSS/MSI-L,inferred-MSS
D336MG_CENTRAL_NERVOUS_SYSTEM,ACH-002226,NA,NA,NA,NA,NA,NA,691,1098,MSS/MSI-L,inferred-MSS
D392MG_CENTRAL_NERVOUS_SYSTEM,ACH-002227,NA,NA,NA,NA,NA,NA,713,1127,MSS/MSI-L,inferred-MSS
D502MG_CENTRAL_NERVOUS_SYSTEM,ACH-002229,NA,NA,NA,NA,NA,NA,830,1362,MSS/MSI-L,inferred-MSS
D542MG_CENTRAL_NERVOUS_SYSTEM,ACH-002230,NA,NA,NA,NA,NA,NA,750,1188,MSS/MSI-L,inferred-MSS
D566MG_CENTRAL_NERVOUS_SYSTEM,ACH-002231,NA,NA,NA,NA,NA,NA,892,1337,MSS/MSI-L,inferred-MSS
KNS81FD_CENTRAL_NERVOUS_SYSTEM,ACH-002259,NA,NA,NA,NA,NA,NA,784,1247,MSS/MSI-L,inferred-MSS
LNZTA3WT4_CENTRAL_NERVOUS_SYSTEM,ACH-002269,NA,NA,NA,NA,NA,NA,510,836,MSS/MSI-L,inferred-MSS
SKMG1_CENTRAL_NERVOUS_SYSTEM,ACH-002304,NA,NA,NA,NA,NA,NA,803,1222,MSS/MSI-L,inferred-MSS
PFSK1_CENTRAL_NERVOUS_SYSTEM,ACH-001711,NA,NA,NA,NA,NA,NA,517,840,MSS/MSI-L,inferred-MSS
BE2M17_AUTONOMIC_GANGLIA,ACH-002217,NA,NA,NA,NA,NA,NA,896,1341,MSS/MSI-L,inferred-MSS
CHP134_AUTONOMIC_GANGLIA,ACH-001338,NA,NA,NA,NA,NA,NA,868,1340,MSS/MSI-L,inferred-MSS
GIMEN_AUTONOMIC_GANGLIA,ACH-001344,NA,NA,NA,NA,NA,NA,891,1393,MSS/MSI-L,inferred-MSS
GOTO_AUTONOMIC_GANGLIA,ACH-001716,NA,NA,NA,NA,NA,NA,1241,1841,MSS/MSI-L,inferred-MSS
IMR5_AUTONOMIC_GANGLIA,ACH-002248,NA,NA,NA,NA,NA,NA,963,1430,MSS/MSI-L,inferred-MSS
LAN6_AUTONOMIC_GANGLIA,ACH-001355,NA,NA,NA,NA,NA,NA,1069,1651,MSS/MSI-L,inferred-MSS
NBTU110_AUTONOMIC_GANGLIA,ACH-002277,NA,NA,NA,NA,NA,NA,813,1276,MSS/MSI-L,inferred-MSS
NB10_AUTONOMIC_GANGLIA,ACH-002278,NA,NA,NA,NA,NA,NA,770,1177,MSS/MSI-L,inferred-MSS
NB12_AUTONOMIC_GANGLIA,ACH-002279,NA,NA,NA,NA,NA,NA,989,1415,MSS/MSI-L,inferred-MSS
NB13_AUTONOMIC_GANGLIA,ACH-002280,NA,NA,NA,NA,NA,NA,1312,2176,MSS/MSI-L,inferred-MSS
NB14_AUTONOMIC_GANGLIA,ACH-002281,NA,NA,NA,NA,NA,NA,900,1343,MSS/MSI-L,inferred-MSS
NB17_AUTONOMIC_GANGLIA,ACH-002282,NA,NA,NA,NA,NA,NA,908,1366,MSS/MSI-L,inferred-MSS
NB6_AUTONOMIC_GANGLIA,ACH-002284,NA,NA,NA,NA,NA,NA,755,1177,MSS/MSI-L,inferred-MSS
NB69_AUTONOMIC_GANGLIA,ACH-002083,NA,NA,NA,NA,NA,NA,673,1027,MSS/MSI-L,inferred-MSS
NB7_AUTONOMIC_GANGLIA,ACH-002285,NA,NA,NA,NA,NA,NA,835,1301,MSS/MSI-L,inferred-MSS
NH12_AUTONOMIC_GANGLIA,ACH-001603,NA,NA,NA,NA,NA,NA,885,1377,MSS/MSI-L,inferred-MSS
TGW_AUTONOMIC_GANGLIA,ACH-001674,NA,NA,NA,NA,NA,NA,699,1081,MSS/MSI-L,inferred-MSS
MZ1PC_PANCREAS,ACH-002164,NA,NA,NA,NA,NA,NA,840,1260,MSS/MSI-L,inferred-MSS
PL18_PANCREAS,ACH-002185,NA,NA,NA,NA,NA,NA,849,1317,MSS/MSI-L,inferred-MSS
PL4_PANCREAS,ACH-002186,NA,NA,NA,NA,NA,NA,638,970,MSS/MSI-L,inferred-MSS
CP50MELB_SKIN,ACH-002096,NA,NA,NA,NA,NA,NA,866,1325,MSS/MSI-L,inferred-MSS
CP66MEL_SKIN,ACH-002097,NA,NA,NA,NA,NA,NA,693,1111,MSS/MSI-L,inferred-MSS
GAK_SKIN,ACH-002120,NA,NA,NA,NA,NA,NA,719,1099,MSS/MSI-L,inferred-MSS
GMEL_SKIN,ACH-002121,NA,NA,NA,NA,NA,NA,558,866,MSS/MSI-L,inferred-MSS
HMVII_SKIN,ACH-002040,NA,NA,NA,NA,NA,NA,649,1030,MSS/MSI-L,inferred-MSS
ISTMEL1_SKIN,ACH-002143,NA,NA,NA,NA,NA,NA,718,1090,MSS/MSI-L,inferred-MSS
LB2518MEL_SKIN,ACH-002152,NA,NA,NA,NA,NA,NA,632,1026,MSS/MSI-L,inferred-MSS
LB373MELD_SKIN,ACH-002153,NA,NA,NA,NA,NA,NA,695,1074,MSS/MSI-L,inferred-MSS
MMACSF_SKIN,ACH-002162,NA,NA,NA,NA,NA,NA,652,1044,MSS/MSI-L,inferred-MSS
MZ2MEL_SKIN,ACH-002165,NA,NA,NA,NA,NA,NA,725,1178,MSS/MSI-L,inferred-MSS
MZ7MEL_SKIN,ACH-002166,NA,NA,NA,NA,NA,NA,1099,1503,MSS/MSI-L,inferred-MSS
WM1552C_SKIN,ACH-002205,NA,NA,NA,NA,NA,NA,663,1027,MSS/MSI-L,inferred-MSS
WM278_SKIN,ACH-002206,NA,NA,NA,NA,NA,NA,628,1001,MSS/MSI-L,inferred-MSS
WM35_SKIN,ACH-002207,NA,NA,NA,NA,NA,NA,575,922,MSS/MSI-L,inferred-MSS
A388_SKIN,ACH-001442,NA,NA,NA,NA,NA,NA,706,1120,MSS/MSI-L,inferred-MSS
A431_SKIN,ACH-001328,NA,NA,NA,NA,NA,NA,974,1551,MSS/MSI-L,inferred-MSS
DJM1_SKIN,ACH-002100,NA,NA,NA,NA,NA,NA,788,1225,MSS/MSI-L,inferred-MSS
SW684_SOFT_TISSUE,ACH-002309,NA,NA,NA,NA,NA,NA,916,1415,MSS/MSI-L,inferred-MSS
RH1_SOFT_TISSUE,ACH-002194,NA,NA,NA,NA,NA,NA,830,1278,MSS/MSI-L,inferred-MSS
MFHINO_SOFT_TISSUE,ACH-002271,NA,NA,NA,NA,NA,NA,859,1327,MSS/MSI-L,inferred-MSS
SW872_SOFT_TISSUE,ACH-002310,NA,NA,NA,NA,NA,NA,677,1040,MSS/MSI-L,inferred-MSS
SW982_SOFT_TISSUE,ACH-001274,NA,NA,NA,NA,NA,NA,772,1234,MSS/MSI-L,inferred-MSS
VAESBJ_SOFT_TISSUE,ACH-001702,NA,NA,NA,NA,NA,NA,843,1295,MSS/MSI-L,inferred-MSS
ASH3_THYROID,ACH-001443,NA,NA,NA,NA,NA,NA,904,1423,MSS/MSI-L,inferred-MSS
IHH4_THYROID,ACH-001528,NA,NA,NA,NA,NA,NA,738,1200,MSS/MSI-L,inferred-MSS
K5_THYROID,ACH-002148,NA,NA,NA,NA,NA,NA,997,1573,MSS/MSI-L,inferred-MSS
RO82W1_THYROID,ACH-001384,NA,NA,NA,NA,NA,NA,1005,1447,MSS/MSI-L,inferred-MSS
DSH1_URINARY_TRACT,ACH-002235,NA,NA,NA,NA,NA,NA,838,1336,MSS/MSI-L,inferred-MSS
LB831BLC_URINARY_TRACT,ACH-002266,NA,NA,NA,NA,NA,NA,673,1020,MSS/MSI-L,inferred-MSS
C4I_CERVIX,ACH-001334,NA,NA,NA,NA,NA,NA,609,975,MSS/MSI-L,inferred-MSS
CAL39_VULVA,ACH-002091,NA,NA,NA,NA,NA,NA,958,1456,MSS/MSI-L,inferred-MSS
CASKI_CERVIX,ACH-001336,NA,NA,NA,NA,NA,NA,701,1041,MSS/MSI-L,inferred-MSS
DOTC24510_CERVIX,ACH-001341,NA,NA,NA,NA,NA,NA,741,1140,MSS/MSI-L,inferred-MSS
HT3_CERVIX,ACH-001525,NA,NA,NA,NA,NA,NA,868,1361,MSS/MSI-L,inferred-MSS
ME180_CERVIX,ACH-001359,NA,NA,NA,NA,NA,NA,634,971,MSS/MSI-L,inferred-MSS
MS751_CERVIX,ACH-001360,NA,NA,NA,NA,NA,NA,692,1058,MSS/MSI-L,inferred-MSS
SISO_CERVIX,ACH-001650,NA,NA,NA,NA,NA,NA,596,991,MSS/MSI-L,inferred-MSS
SKGIIIA_CERVIX,ACH-002020,NA,NA,NA,NA,NA,NA,983,1517,MSS/MSI-L,inferred-MSS
SW756_CERVIX,ACH-001402,NA,NA,NA,NA,NA,NA,555,921,MSS/MSI-L,inferred-MSS
TCYIK_CERVIX,ACH-002201,NA,NA,NA,NA,NA,NA,909,1453,MSS/MSI-L,inferred-MSS
JHOS3_OVARY,ACH-002146,NA,NA,NA,NA,NA,NA,614,957,MSS/MSI-L,inferred-MSS
KGN_OVARY,ACH-002149,NA,NA,NA,NA,NA,NA,670,1103,MSS/MSI-L,inferred-MSS
OV17R_OVARY,ACH-001373,NA,NA,NA,NA,NA,NA,646,1011,MSS/MSI-L,inferred-MSS
OVCA420_OVARY,ACH-002181,NA,NA,NA,NA,NA,NA,1098,1802,MSS/MSI-L,inferred-MSS
OVMIU_OVARY,ACH-002183,NA,NA,NA,NA,NA,NA,855,1355,MSS/MSI-L,inferred-MSS
PA1_OVARY,ACH-001374,NA,NA,NA,NA,NA,NA,831,1382,MSS/MSI-L,inferred-MSS
PEO1_OVARY,ACH-001630,NA,NA,NA,NA,NA,NA,617,972,MSS/MSI-L,inferred-MSS
SW626_LARGE_INTESTINE,ACH-001399,NA,NA,NA,NA,NA,NA,815,1155,MSS/MSI-L,inferred-MSS
UWB1289_OVARY,ACH-001418,NA,NA,NA,NA,NA,NA,632,959,MSS/MSI-L,inferred-MSS
BPH1_PROSTATE,ACH-001453,NA,NA,NA,NA,NA,NA,787,1241,MSS/MSI-L,inferred-MSS
PWR1E_PROSTATE,ACH-001383,NA,NA,NA,NA,NA,NA,720,1184,MSS/MSI-L,inferred-MSS
NCCIT_TESTIS,ACH-001578,NA,NA,NA,NA,NA,NA,1040,1525,MSS/MSI-L,inferred-MSS
NEC8_TESTIS,ACH-002288,NA,NA,NA,NA,NA,NA,777,1190,MSS/MSI-L,inferred-MSS
NTERA2CLD1_TESTIS,ACH-002291,NA,NA,NA,NA,NA,NA,734,1154,MSS/MSI-L,inferred-MSS
JAR_PLACENTA,ACH-001529,NA,NA,NA,NA,NA,NA,1223,1952,MSS/MSI-L,inferred-MSS
JEG3_PLACENTA,ACH-001530,NA,NA,NA,NA,NA,NA,703,1065,MSS/MSI-L,inferred-MSS
SW954_CERVIX,ACH-001400,NA,NA,NA,NA,NA,NA,890,1349,MSS/MSI-L,inferred-MSS
SW962_VULVA,ACH-002200,NA,NA,NA,NA,NA,NA,961,1441,MSS/MSI-L,inferred-MSS
SKN_ENDOMETRIUM,ACH-001655,NA,NA,NA,NA,NA,NA,669,994,MSS/MSI-L,inferred-MSS
BC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002215,NA,NA,NA,NA,NA,NA,1183,1745,MSS/MSI-L,inferred-MSS
BONNA12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001452,NA,NA,NA,NA,NA,NA,832,1269,MSS/MSI-L,inferred-MSS
ES6_BONE,ACH-002107,NA,NA,NA,NA,NA,NA,718,1078,MSS/MSI-L,inferred-MSS
DIFI_LARGE_INTESTINE,ACH-002233,NA,NA,NA,NA,NA,NA,610,933,MSS/MSI-L,inferred-MSS
RCCJF_KIDNEY,ACH-002190,NA,NA,NA,NA,NA,NA,846,1325,MSS/MSI-L,inferred-MSS
SW156_KIDNEY,ACH-001398,NA,NA,NA,NA,NA,NA,609,916,MSS/MSI-L,inferred-MSS
PC3JPC3_LUNG,ACH-002184,NA,NA,NA,NA,NA,NA,721,1094,MSS/MSI-L,inferred-MSS
NCIH740_LUNG,ACH-002175,NA,NA,NA,NA,NA,NA,800,1270,MSS/MSI-L,inferred-MSS
NCIH1304_LUNG,ACH-002169,NA,NA,NA,NA,NA,NA,699,1090,MSS/MSI-L,inferred-MSS
D423MG_CENTRAL_NERVOUS_SYSTEM,ACH-002228,NA,NA,NA,NA,NA,NA,728,1119,MSS/MSI-L,inferred-MSS
KPNYS_AUTONOMIC_GANGLIA,ACH-002261,NA,NA,NA,NA,NA,NA,1049,1575,MSS/MSI-L,inferred-MSS
CP67MEL_SKIN,ACH-002098,NA,NA,NA,NA,NA,NA,718,1115,MSS/MSI-L,inferred-MSS
HS633T_SOFT_TISSUE,ACH-002246,NA,NA,NA,NA,NA,NA,617,992,MSS/MSI-L,inferred-MSS
OMC1_CERVIX,ACH-002180,NA,NA,NA,NA,NA,NA,823,1281,MSS/MSI-L,inferred-MSS
HEY_OVARY,ACH-002140,NA,NA,NA,NA,NA,NA,724,1096,MSS/MSI-L,inferred-MSS
JHU029_UPPER_AERODIGESTIVE_TRACT,ACH-002251,NA,NA,NA,NA,NA,NA,1394,2293,NA,inferred-MSS
SCC90_UPPER_AERODIGESTIVE_TRACT,ACH-002315,NA,NA,NA,NA,NA,NA,619,955,NA,inferred-MSS
OCILY7_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-001617,NA,NA,NA,NA,NA,NA,744,1166,NA,inferred-MSS
CHSA0011_BONE,ACH-002092,NA,NA,NA,NA,NA,NA,671,1098,NA,inferred-MSS
CHSA0108_BONE,ACH-002093,NA,NA,NA,NA,NA,NA,810,1245,NA,inferred-MSS
K2_SKIN,ACH-002147,NA,NA,NA,NA,NA,NA,534,840,NA,inferred-MSS
STS0421_SOFT_TISSUE,ACH-002306,NA,NA,NA,NA,NA,NA,824,1308,NA,inferred-MSS
MYM12_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002276,NA,NA,NA,NA,NA,NA,1004,1562,MSS/MSI-L,inferred-MSS
NK92MI_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002289,NA,NA,NA,NA,NA,NA,800,1240,MSS/MSI-L,inferred-MSS
YMB1E_BREAST,ACH-002208,NA,NA,NA,NA,NA,NA,1084,1585,MSS/MSI-L,inferred-MSS
RERFLCFM_LUNG,ACH-002193,NA,NA,NA,NA,NA,NA,846,1348,MSS/MSI-L,inferred-MSS
D245MG_CENTRAL_NERVOUS_SYSTEM,ACH-002223,NA,NA,NA,NA,NA,NA,601,910,MSS/MSI-L,inferred-MSS
VMRCMELG_SKIN,ACH-001704,NA,NA,NA,NA,NA,NA,732,1096,MSS/MSI-L,inferred-MSS
OVCA433_OVARY,ACH-002182,NA,NA,NA,NA,NA,NA,639,990,MSS/MSI-L,inferred-MSS
TMK1_STOMACH,ACH-002202,NA,NA,NA,NA,NA,NA,832,1308,NA,inferred-MSS
UCH2_BONE,ACH-002204,NA,NA,NA,NA,NA,NA,649,987,MSS/MSI-L,inferred-MSS
ML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002273,NA,NA,NA,NA,NA,NA,987,1466,MSS/MSI-L,inferred-MSS
HEMCSS_BONE,ACH-001519,NA,NA,NA,NA,NA,NA,988,1570,MSS/MSI-L,inferred-MSS
NCIH187_LUNG,ACH-001136,NA,NA,NA,NA,NA,NA,769,1150,MSS/MSI-L,inferred-MSS
SBC3_LUNG,ACH-002197,NA,NA,NA,NA,NA,NA,710,1104,MSS/MSI-L,inferred-MSS
NCIH513_PLEURA,ACH-002341,NA,NA,NA,NA,NA,NA,1045,1750,MSS/MSI-L,inferred-MSS
KINGS1_CENTRAL_NERVOUS_SYSTEM,ACH-002257,NA,NA,NA,NA,NA,NA,884,1381,MSS/MSI-L,inferred-MSS
LN405_CENTRAL_NERVOUS_SYSTEM,ACH-002268,NA,NA,NA,NA,NA,NA,727,1145,MSS/MSI-L,inferred-MSS
NO10_CENTRAL_NERVOUS_SYSTEM,ACH-001605,NA,NA,NA,NA,NA,NA,943,1424,MSS/MSI-L,inferred-MSS
NO11_CENTRAL_NERVOUS_SYSTEM,ACH-001606,NA,NA,NA,NA,NA,NA,765,1180,MSS/MSI-L,inferred-MSS
451LU_SKIN,ACH-001002,NA,NA,NA,NA,NA,NA,523,820,MSS/MSI-L,inferred-MSS
M14_SKIN,ACH-002159,NA,NA,NA,NA,NA,NA,690,1076,MSS/MSI-L,inferred-MSS
HTCC3_THYROID,ACH-001350,NA,NA,NA,NA,NA,NA,1118,1728,MSS/MSI-L,inferred-MSS
HELA_CERVIX,ACH-001086,NA,NA,NA,NA,NA,NA,1291,2082,MSS/MSI-L,inferred-MSS
NCIH128_LUNG,ACH-002286,NA,NA,NA,NA,NA,NA,1010,1682,MSS/MSI-L,inferred-MSS
KMH2_THYROID,ACH-002397,NA,NA,NA,NA,NA,NA,807,1243,MSS/MSI-L,inferred-MSS
TASK1_CENTRAL_NERVOUS_SYSTEM,ACH-001670,NA,NA,NA,NA,NA,NA,625,950,NA,inferred-MSS
NBSUSSR_AUTONOMIC_GANGLIA,ACH-002340,NA,NA,NA,NA,NA,NA,858,1301,NA,inferred-MSS
LC1SQ_LUNG,ACH-002156,NA,NA,NA,NA,NA,NA,699,1068,MSS/MSI-L,inferred-MSS
FTC133_THYROID,ACH-000903,110,125,NA,NA,NA,NA,1487,1760,MSS/MSI-L,undetermined
HUTU80_SMALL_INTESTINE,ACH-000538,165,253,NA,NA,31297,70734,1531,2537,MSS/MSI-L,undetermined
A2780_OVARY,ACH-000657,298,406,NA,NA,35246,77976,2286,3333,MSS/MSI-L,undetermined
HS571T_OVARY,ACH-001092,75,88,NA,NA,NA,NA,NA,NA,NA,undetermined
HS294T_SKIN,ACH-000014,NA,NA,NA,NA,19307,40916,NA,NA,NA,undetermined
MOLT16_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000918,262,328,NA,NA,NA,NA,2807,3585,MSS/MSI-L,undetermined
RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-000922,57,69,NA,NA,NA,NA,1641,2068,MSS/MSI-L,undetermined
JIYOYEP2003_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,ACH-002252,NA,NA,NA,NA,NA,NA,1535,2552,MSS/MSI-L,undetermined
LB1047RCC_KIDNEY,ACH-002150,NA,NA,NA,NA,NA,NA,873,1149,MSI-H,undetermined
201T_LUNG,ACH-002089,NA,NA,NA,NA,NA,NA,2312,3624,MSS/MSI-L,undetermined
LB647SCLC_LUNG,ACH-002154,NA,NA,NA,NA,NA,NA,1727,2465,MSS/MSI-L,undetermined
NB5_AUTONOMIC_GANGLIA,ACH-002283,NA,NA,NA,NA,NA,NA,1619,2614,MSS/MSI-L,undetermined
MCIXC_AUTONOMIC_GANGLIA,ACH-002160,NA,NA,NA,NA,NA,NA,1508,1904,MSS/MSI-L,undetermined
